id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
97980-23-П-1,2024-03-12,45049800,Чинний,2024-03-12,2029-03-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.3,0.45,0.585,UA80000000000719633,Подільський
94871-23,2023-07-27,44563687,Чинний,2023-07-27,2028-07-26,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.8,0.6,2.28,UA80000000001078669,Шевченківський
98913-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98914-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98915-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98916-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98925-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98926-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98927-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98928-24,2024-04-12,32294897,Чинний,2024-04-12,2029-04-11,Щит на фасаді будинку (будівлі),1.0,2.53,2.315,5.857,UA80000000000479391,Дніпровський
98905-24,2024-06-07,32294897,Чинний,2024-06-07,2029-06-06,Конструкція на даху будинку (будівлі),1.0,5.0,1.483,7.415,UA80000000000875983,Святошинський
98923-24,2024-07-12,35960913,Чинний,2024-07-12,2029-07-11,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.69,0.67,0.9246,UA80000000000126643,Голосіївський
98921-24,2024-04-23,32007740,Чинний,2024-04-23,2029-04-22,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.05,1.4,9.87,UA80000000000551439,Оболонський
100892-24,2024-11-08,41199650,Чинний,2024-11-08,2029-11-07,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.8,1.1,9.68,UA80000000000875983,Святошинський
100893-24,2024-11-08,41199650,Чинний,2024-11-08,2029-11-07,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.4,1.1,4.84,UA80000000000875983,Святошинський
100894-24,2024-11-05,34539443,Чинний,2024-11-05,2029-11-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.77,0.6,2.862,UA80000000000336424,Деснянський
100898-24,2024-11-25,34539443,Чинний,2024-11-25,2029-11-24,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.7,0.98,UA80000000000336424,Деснянський
100896-24,2024-10-31,22965318,Чинний,2024-10-31,2029-10-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,15.0,0.9,13.5,UA80000000000875983,Святошинський
100897-24,2024-11-29,36047834,Чинний,2024-11-29,2029-11-28,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.65,1.54,10.241,UA80000000000719633,Подільський
100908-24,2024-11-18,43492406,Чинний,2024-11-18,2029-11-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.18,0.745,2.3691,UA80000000000210193,Дарницький
97979-23,2023-12-25,36962487,Чинний,2023-12-25,2028-12-24,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,11.3211,1.398,15.8269,UA80000000000719633,Подільський
97978-23,2023-12-25,36962487,Чинний,2023-12-25,2028-12-24,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.5,1.5,UA80000000000719633,Подільський
98005-23,2024-01-17,45155329,Чинний,2024-01-17,2029-01-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.85,1.04,2.964,UA80000000000624772,Печерський
97992-23,2023-12-20,32294897,Чинний,2023-12-20,2028-12-19,Щит на фасаді будинку (будівлі),1.0,4.6,2.77,12.742,UA80000000000551439,Оболонський
101074-24,2024-12-20,37634874,Чинний,2024-12-20,2029-12-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.824,1.5,2.736,UA80000000000875983,Святошинський
101075-24,2024-12-20,37634874,Чинний,2024-12-20,2029-12-19,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.8,0.8,1.28,UA80000000000875983,Святошинський
101078-24,2024-12-05,44988830,Чинний,2024-12-05,2029-12-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.2,0.62,1.984,UA80000000000210193,Дарницький
101077-24,2024-12-05,44988830,Чинний,2024-12-05,2029-12-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.8,0.62,1.116,UA80000000000210193,Дарницький
94297-23,2023-08-02,38916558,Чинний,2023-08-02,2028-08-01,Щит на фасаді будинку (будівлі),1.0,4.54,2.24,10.1696,UA80000000000210193,Дарницький
94298-23,2023-08-02,38916558,Чинний,2023-08-02,2028-08-01,Щит на фасаді будинку (будівлі),1.0,4.54,2.24,10.1696,UA80000000000210193,Дарницький
94206-22,2023-08-01,43636392,Чинний,2023-08-01,2028-07-31,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.5,0.7,3.85,UA80000000000336424,Деснянський
101480-24,2025-01-07,30487219,Чинний,2025-01-07,2030-01-06,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000210193,Дарницький
101479-24,2025-01-07,30487219,Чинний,2025-01-07,2030-01-06,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000210193,Дарницький
101478-24,2025-01-07,30487219,Чинний,2025-01-07,2030-01-06,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000210193,Дарницький
101485-24,2025-01-29,34709124,Чинний,2025-01-29,2030-01-28,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.7,1.112,1.8904,UA80000000000126643,Голосіївський
101461-24,2025-01-28,43636392,Чинний,2025-01-28,2030-01-27,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.768,0.768,1.1796,UA80000000000980793,Солом'янський
101559-24,2025-01-17,34480636,Чинний,2025-01-17,2030-01-16,Щит на фасаді будинку (будівлі),1.0,6.0,3.5,21.0,UA80000000000210193,Дарницький
101558-24,2025-01-17,34480636,Чинний,2025-01-17,2030-01-16,Щит на фасаді будинку (будівлі),1.0,6.0,3.5,21.0,UA80000000000210193,Дарницький
101560-24,2025-01-17,34480636,Чинний,2025-01-17,2030-01-16,Щит на фасаді будинку (будівлі),1.0,6.0,3.0,18.0,UA80000000000210193,Дарницький
94467-23,2023-08-01,39256955,Чинний,2023-08-01,2028-07-31,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.85,0.85,1.445,UA80000000000210193,Дарницький
94463-23,2023-07-31,39256955,Чинний,2023-07-31,2028-07-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.92,0.437,2.587,UA80000000000210193,Дарницький
94464-23,2023-07-31,39256955,Чинний,2023-07-31,2028-07-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.08,0.435,2.2098,UA80000000000210193,Дарницький
97819-23,2024-01-10,33444314,Чинний,2024-01-10,2029-01-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.2,0.55,1.76,UA80000000000336424,Деснянський
97842-23,2024-04-23,21677333,Чинний,2024-04-23,2029-04-22,Конструкція на даху будинку (будівлі),1.0,17.0,3.0,51.0,UA80000000000875983,Святошинський
97843-23,2024-04-23,21677333,Чинний,2024-04-23,2029-04-22,Конструкція на даху будинку (будівлі),1.0,12.46,2.18,27.1628,UA80000000000875983,Святошинський
97877-23,2023-12-06,40901289,Чинний,2023-12-06,2028-12-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.66,0.86,5.7276,UA80000000001078669,Шевченківський
99000-24,2024-04-23,41130363,Чинний,2024-04-23,2029-04-22,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.2,1.45,6.09,UA80000000000875983,Святошинський
98999-24,2024-05-10,38741271,Чинний,2024-05-10,2029-05-09,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.5,0.7,0.7,UA80000000001078669,Шевченківський
99003-24,2024-06-12,41130363,Чинний,2024-06-12,2029-06-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.25,1.18,5.015,UA80000000000210193,Дарницький
99002-24,2024-06-12,41130363,Чинний,2024-06-12,2029-06-11,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.7,0.98,UA80000000000210193,Дарницький
98984-24,2024-08-20,41130363,Чинний,2024-08-20,2029-08-19,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.7,0.7,0.98,UA80000000000980793,Солом'янський
99001-24,2024-05-28,41130363,Чинний,2024-05-28,2029-05-27,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,0.9,5.4,UA80000000000875983,Святошинський
99612-24,2024-07-17,34048360,Чинний,2024-07-17,2029-07-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,0.55,2.2,UA80000000000479391,Дніпровський
99611-24,2024-07-17,34048360,Чинний,2024-07-17,2029-07-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.5,0.48,1.68,UA80000000000479391,Дніпровський
99579-24,2024-07-23,32799279,Чинний,2024-07-23,2029-07-22,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,0.74,2.96,UA80000000000336424,Деснянський
99609-24,2024-05-21,44442974,Чинний,2024-05-21,2029-05-20,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.27,0.9,3.843,UA80000000000551439,Оболонський
100573-24,2024-10-15,22974151,Чинний,2024-10-15,2029-10-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.51,0.75,3.3825,UA80000000000980793,Солом'янський
100574-24,2024-10-14,22974151,Чинний,2024-10-14,2029-10-13,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.675,0.675,0.9113,UA80000000000980793,Солом'янський
100575-24,2024-10-14,22974151,Чинний,2024-10-14,2029-10-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.51,0.75,3.3825,UA80000000000980793,Солом'янський
100576-24,2024-10-15,42170213,Чинний,2024-10-15,2029-10-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.983,0.978,5.8514,UA80000000000126643,Голосіївський
100577-24,2024-10-28,36003603,Чинний,2024-10-28,2029-10-27,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.545,1.4,7.763,UA80000000000210193,Дарницький
100581-24,2024-09-18,31982734,Чинний,2024-09-18,2029-09-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.54,1.188,UA80000000000210193,Дарницький
100582-24,2024-09-18,31982734,Чинний,2024-09-18,2029-09-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.38,0.54,0.7452,UA80000000000210193,Дарницький
100583-24,2024-09-18,31982734,Чинний,2024-09-18,2029-09-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.54,1.188,UA80000000000210193,Дарницький
100584-24,2024-09-18,31982734,Чинний,2024-09-18,2029-09-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.38,0.54,0.7452,UA80000000000210193,Дарницький
94583-23,2023-07-27,39967493,Чинний,2023-07-27,2028-07-26,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.6,0.6,0.72,UA80000000000980793,Солом'янський
97924-23,2024-04-12,21710384,Чинний,2024-04-12,2029-04-11,"Пілон (стела), що стоїть окремо",8.0,1.8,1.8,25.92,UA80000000000126643,Голосіївський
97923-23,2024-04-12,21710384,Чинний,2024-04-12,2029-04-11,"Пілон (стела), що стоїть окремо",8.0,1.45,1.45,16.82,UA80000000000126643,Голосіївський
97922-23,2024-04-12,21710384,Чинний,2024-04-12,2029-04-11,"Пілон (стела), що стоїть окремо",8.0,1.8,1.8,25.92,UA80000000000126643,Голосіївський
98343-24,2024-03-04,41130363,Чинний,2024-03-04,2029-03-03,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.37,1.01,3.4037,UA80000000000551439,Оболонський
98344-24,2024-03-04,41130363,Чинний,2024-03-04,2029-03-03,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.45,1.01,7.5245,UA80000000000551439,Оболонський
98986-24,2024-05-28,37470510,Чинний,2024-05-28,2029-05-27,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.48,0.7,4.536,UA80000000000126643,Голосіївський
98994-24,2024-05-28,37470510,Чинний,2024-05-28,2029-05-27,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.07,0.7,3.549,UA80000000000126643,Голосіївський
99031-24,2024-09-05,37470510,Чинний,2024-09-05,2029-09-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.0,0.8,1.6,UA80000000000126643,Голосіївський
99029-24,2024-05-20,32007740,Чинний,2024-05-20,2029-05-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.14,1.0,5.14,UA80000000000624772,Печерський
100578-24,2024-11-12,43702805,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.1,0.4,0.84,UA80000000000624772,Печерський
100579-24,2024-10-10,32294897,Чинний,2024-10-10,2029-10-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.64,0.8,1.312,UA80000000000479391,Дніпровський
100589-24,2024-12-06,36557731,Чинний,2024-12-06,2029-12-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.4,0.7,1.68,UA80000000000210193,Дарницький
100580-24,2024-11-15,32346937,Чинний,2024-11-15,2029-11-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.7,2.3,17.71,UA80000000000551439,Оболонський
94622-23,2023-08-02,30487219,Чинний,2023-08-02,2028-08-01,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.4,0.72,1.728,UA80000000000126643,Голосіївський
98334-23,2024-02-19,44586615,Чинний,2024-02-19,2029-02-18,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.57,0.69,1.7733,UA80000000000126643,Голосіївський
98333-23,2024-02-19,44586615,Чинний,2024-02-19,2029-02-18,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.57,0.69,1.7733,UA80000000000126643,Голосіївський
98332-23,2024-02-19,44586615,Чинний,2024-02-19,2029-02-18,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,9.68,1.18,11.4224,UA80000000000126643,Голосіївський
98336-23,2024-01-24,24267110,Чинний,2024-01-24,2029-01-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,19.4,0.55,10.67,UA80000000000210193,Дарницький
98345-24,2024-03-04,36264680,Чинний,2024-03-04,2029-03-03,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,7.36,0.6,4.416,UA80000000000624772,Печерський
98346-24,2024-02-12,43862122,Чинний,2024-02-12,2029-02-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.75,0.3,0.825,UA80000000000126643,Голосіївський
98355-24,2024-04-18,34349259,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.5,1.155,9.8175,UA80000000000479391,Дніпровський
94623-23,2023-08-02,30487219,Чинний,2023-08-02,2028-08-01,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,1.3,7.8,UA80000000000126643,Голосіївський
94618-23,2023-08-11,32294897,Чинний,2023-08-11,2028-08-10,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.86,0.85,2.431,UA80000000000210193,Дарницький
99097-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
99109-24,2024-04-18,1284821,Чинний,2024-04-18,2029-04-17,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.8,2.54,12.192,UA80000000000551439,Оболонський
101581-24,2025-04-08,40803614,Чинний,2025-04-08,2030-04-07,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.05,0.6,2.43,UA80000000000126643,Голосіївський
101576-24,2025-01-29,32313098,Чинний,2025-01-29,2030-01-28,"Банер, панно на фасаді будинку (будівлі)",1.0,8.14,8.64,70.3296,UA80000000000980793,Солом'янський
95149-23,2023-08-17,481212,Чинний,2023-08-17,2028-08-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.323,2.7,8.9721,UA80000000000210193,Дарницький
95150-23,2023-08-17,481212,Чинний,2023-08-17,2028-08-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,10.436,2.8,29.2208,UA80000000000210193,Дарницький
95153-23,2023-09-06,43890029,Чинний,2023-09-06,2028-09-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.6,1.32,UA80000000001078669,Шевченківський
95151-23,2023-09-06,21580639,Чинний,2023-09-06,2028-09-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.503,0.67,1.677,UA80000000000624772,Печерський
98482-24,2024-02-22,40982829,Чинний,2024-02-22,2029-02-21,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.8,1.44,2.592,UA80000000000210193,Дарницький
98489-24,2024-02-22,40982829,Чинний,2024-02-22,2029-02-21,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.8,0.8,1.44,UA80000000000210193,Дарницький
98443-24,2024-02-27,41742998,Чинний,2024-02-27,2029-02-26,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.8,0.8,0.64,UA80000000000210193,Дарницький
98434-24,2024-05-20,41130363,Чинний,2024-05-20,2029-05-19,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.797,1.217,5.8379,UA80000000000210193,Дарницький
100719-24,2024-11-15,32346937,Чинний,2024-11-15,2029-11-14,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.65,4.802,31.9333,UA80000000000551439,Оболонський
100724-24,2024-10-31,23744453,Чинний,2024-10-31,2029-10-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.0,0.65,0.65,UA80000000000210193,Дарницький
101580-24,2025-03-21,40865691,Чинний,2025-03-21,2030-03-20,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.73,1.15,7.7395,UA80000000000624772,Печерський
101579-24,2025-02-14,40865691,Чинний,2025-02-14,2030-02-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,0.3,0.75,UA80000000000624772,Печерський
101578-24,2025-02-14,22873987,Чинний,2025-02-14,2030-02-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.6,0.366,0.5856,UA80000000000126643,Голосіївський
101577-24,2025-02-06,24175269,Чинний,2025-02-06,2030-02-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,1.06,3.18,UA80000000001078669,Шевченківський
101594-24,2025-01-24,44290888,Чинний,2025-01-24,2030-01-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.27,1.5,6.405,UA80000000000210193,Дарницький
101586-24,2025-02-25,39628794,Чинний,2025-02-25,2030-02-24,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.85,0.736,1.2512,UA80000000001078669,Шевченківський
101593-24,2025-02-12,40762332,Чинний,2025-02-12,2030-02-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.55,0.84,2.142,UA80000000001078669,Шевченківський
101592-24,2025-02-06,44463423,Чинний,2025-02-06,2030-02-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.9,0.488,3.3672,UA80000000001078669,Шевченківський
101591-24,2025-02-06,25288091,Чинний,2025-02-06,2030-02-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.05,0.55,1.1275,UA80000000000719633,Подільський
101588-24,2025-03-24,41747891,Чинний,2025-03-24,2030-03-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.57,0.95,4.3415,UA80000000001078669,Шевченківський
101561-24,2025-01-30,39696432,Чинний,2025-01-30,2030-01-29,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.1,0.9,4.59,UA80000000000719633,Подільський
101563-24,2025-01-21,40201349,Чинний,2025-01-21,2030-01-20,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.55,1.35,8.8425,UA80000000000126643,Голосіївський
101562-24,2025-02-12,39641883,Чинний,2025-02-12,2030-02-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.38,0.53,2.8514,UA80000000000210193,Дарницький
94501-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94500-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94499-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94498-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94497-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94496-23,2023-07-31,40982829,Чинний,2023-07-31,2028-07-30,Щит на фасаді будинку (будівлі),1.0,4.9,2.4,11.76,UA80000000000875983,Святошинський
94587-23,2023-08-03,44753782,Чинний,2023-08-03,2028-08-02,Щит на фасаді будинку (будівлі),1.0,5.9,2.9,17.11,UA80000000000126643,Голосіївський
94502-23,2023-07-27,36203680,Чинний,2023-07-27,2028-07-26,Конструкція на даху будинку (будівлі),1.0,12.0,3.325,39.9,UA80000000000126643,Голосіївський
95322-23,2023-10-06,31569695,Чинний,2023-10-06,2028-10-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.6,0.48,1.248,UA80000000000624772,Печерський
95326-23,2023-08-17,24251899,Чинний,2023-08-17,2028-08-16,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.27,1.2,7.524,UA80000000000980793,Солом'янський
95329-23,2023-09-13,40895684,Чинний,2023-09-13,2028-09-12,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.064,0.885,0.9416,UA80000000000624772,Печерський
95328-23,2023-09-06,40895684,Чинний,2023-09-06,2028-09-05,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.064,0.885,0.9416,UA80000000000624772,Печерський
95327-23,2023-09-13,40895684,Чинний,2023-09-13,2028-09-12,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.064,0.885,0.9416,UA80000000000624772,Печерський
100160-24,2024-10-01,42914766,Чинний,2024-10-01,2029-09-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.9,0.83,1.577,UA80000000000210193,Дарницький
100161-24,2024-10-01,42914766,Чинний,2024-10-01,2029-09-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.2,0.6,1.92,UA80000000000210193,Дарницький
100173-24,2024-08-29,32112,Чинний,2024-08-29,2029-08-28,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,16.4,0.8,13.12,UA80000000000479391,Дніпровський
100162-24,2024-11-29,32294897,Чинний,2024-11-29,2029-11-28,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.948,0.65,1.2662,UA80000000000479391,Дніпровський
100163-24,2024-09-11,43109658,Чинний,2024-09-11,2029-09-10,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.47,0.45,1.5615,UA80000000001078669,Шевченківський
94263-23,2023-08-02,40982829,Чинний,2023-08-02,2028-08-01,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.0,2.27,29.51,UA80000000000875983,Святошинський
94264-23,2023-08-02,40982829,Чинний,2023-08-02,2028-08-01,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,2.682,8.046,UA80000000000210193,Дарницький
94265-23,2023-07-31,39246308,Чинний,2023-07-31,2028-07-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.6,0.34,1.224,UA80000000000719633,Подільський
99179-24,2024-05-10,32799279,Чинний,2024-05-10,2029-05-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.3,0.35,1.855,UA80000000000126643,Голосіївський
100243-24,2024-09-05,44762781,Чинний,2024-09-05,2029-09-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.09,0.75,2.3175,UA80000000000126643,Голосіївський
101301-24,2025-01-24,22579667,Чинний,2025-01-24,2030-01-23,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.2,0.154,0.1848,UA80000000000719633,Подільський
99449-24,2024-06-07,44746230,Чинний,2024-06-07,2029-06-06,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.3,1.32,3.036,UA80000000000624772,Печерський
99387-24,2024-06-07,44746230,Чинний,2024-06-07,2029-06-06,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.7,1.2,2.04,UA80000000000624772,Печерський
94167-22,2023-07-31,36676944,Чинний,2023-07-31,2028-07-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.665,0.6,8.199,UA80000000000624772,Печерський
94168-22,2023-07-31,36676944,Чинний,2023-07-31,2028-07-30,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.855,0.6,7.713,UA80000000000624772,Печерський
98690-24,2024-03-26,45390372,Чинний,2024-03-26,2029-03-25,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,17.35,2.35,40.7725,UA80000000000980793,Солом'янський
98686-24,2024-03-26,42914766,Чинний,2024-03-26,2029-03-25,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.75,2.25,UA80000000000719633,Подільський
98685-24,2024-03-26,42914766,Чинний,2024-03-26,2029-03-25,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,0.75,2.25,UA80000000000719633,Подільський
98682-24,2024-05-10,21580639,Чинний,2024-05-10,2029-05-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.6,1.28,5.888,UA80000000000210193,Дарницький
98683-24,2024-04-03,40720198,Чинний,2024-04-03,2029-04-02,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.0,1.0,1.0,UA80000000000719633,Подільський
