id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
73408-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,7.4,3.4,25.16,UA80000000000551439,Оболонський
73409-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,4.325,2.0,8.65,UA80000000000551439,Оболонський
73410-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,4.325,2.0,8.65,UA80000000000551439,Оболонський
73413-19,2025-08-11,38615606,Чинний,2026-02-05,2031-02-04,Щит на фасаді будинку (будівлі),1.0,4.325,2.0,8.65,UA80000000000551439,Оболонський
73412-19,2019-12-10,41747891,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.54,0.76,4.9704,UA80000000000336424,Деснянський
74932-19,2019-12-21,34895875,Чинний,2019-12-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.125,10.0,11.25,UA80000000000210193,Дарницький
74930-19,2019-12-21,32772863,Чинний,2019-12-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.5,0.5,1.75,UA80000000000336424,Деснянський
72566-19,2019-08-07,1564466,Чинний,2019-08-07,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.09,3.823,46.2201,UA80000000000624772,Печерський
73416-19,2020-01-03,36521113,Чинний,2020-01-03,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.68,0.68,0.9248,UA80000000000719633,Подільський
73417-19,2024-07-09,36203680,Чинний,2024-12-21,2029-12-20,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.48,1.0,1.48,UA80000000000210193,Дарницький
73424-19,2024-07-09,36203680,Чинний,2024-12-21,2029-12-20,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.47,1.0,2.47,UA80000000000210193,Дарницький
73414-19,2019-12-10,2224407,Чинний,2019-12-10,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,15.0,1.2,18.0,UA80000000001078669,Шевченківський
73418-19,2024-06-18,36393404,Чинний,2024-09-13,2029-09-12,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.35,3.06,16.371,UA80000000000551439,Оболонський
73419-19,2024-06-18,36393404,Чинний,2024-09-13,2029-09-12,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.358,3.06,10.2755,UA80000000000551439,Оболонський
72740-19,2024-06-18,41325493,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.6,2.5,31.5,UA80000000000479391,Дніпровський
72738-19,2019-08-07,41941924,Чинний,2019-08-07,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.5,0.6,2.1,UA80000000000551439,Оболонський
74854-19,2020-02-26,23167814,Чинний,2020-02-26,2026-02-04,Відеоекран на фасаді будинку,1.0,18.0,17.28,311.04,UA80000000000624772,Печерський
74852-19,2020-02-26,23167814,Чинний,2020-02-26,2026-02-04,Відеоекран на фасаді будинку,1.0,21.0,16.9,354.9,UA80000000000624772,Печерський
72285-19,2019-07-24,32104254,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,4.5,13.5,UA80000000000551439,Оболонський
72288-19,2019-07-24,32104254,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,4.5,13.5,UA80000000000551439,Оболонський
72284-19,2019-07-24,32104254,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,4.5,13.5,UA80000000000551439,Оболонський
72287-19,2019-07-24,32104254,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,4.5,13.5,UA80000000000551439,Оболонський
72286-19,2019-07-24,32104254,Чинний,2019-07-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,4.5,13.5,UA80000000000551439,Оболонський
72737-19,2019-10-28,40026066,Чинний,2019-10-28,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.5,0.75,2.625,UA80000000000479391,Дніпровський
72710-19,2019-09-11,36839880,Чинний,2019-09-11,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.56,0.66,3.0096,UA80000000000624772,Печерський
72736-19,2019-09-04,41135005,Чинний,2019-09-04,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.85,0.5,0.925,UA80000000000719633,Подільський
69840-18,2019-02-19,36676944,Чинний,2019-02-19,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.9,1.04,6.136,UA80000000000126643,Голосіївський
70743-19-П-1,2024-06-06,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000001078669,Шевченківський
70780-19-П-1,2024-06-18,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70781-19-П-1,2024-06-18,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70800-19-П-1,2024-07-04,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70801-19-П-1,2024-06-18,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
71672-19,2019-04-24,9322277,Чинний,2019-04-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,14.7,0.9,13.23,UA80000000000336424,Деснянський
71670-19,2019-04-24,9322277,Чинний,2019-04-24,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,12.0,0.9,10.8,UA80000000000336424,Деснянський
69845-18,2019-01-21,21133352,Чинний,2019-01-21,2026-02-04,"Спеціальна рекламна конструкція, що розміщується під кутом до фасаду будинку (будівлі)",2.0,0.75,1.05,1.575,UA80000000000980793,Солом'янський
70802-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70783-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70784-19-П-1,2024-09-24,32386534,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000126643,Голосіївський
70744-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000980793,Солом'янський
70779-19-П-1,2024-06-18,32386534,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70785-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70797-19-П-1,2024-09-24,32386534,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000126643,Голосіївський
70786-19-П-2,2024-07-04,42522607,Чинний,2024-11-12,2029-11-11,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000210193,Дарницький
70805-19-П-1,2024-09-24,32386534,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000210193,Дарницький
70806-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (лайтпостер),2.0,1.2,1.8,4.32,UA80000000000624772,Печерський
70787-19,2024-09-30,42522607,Чинний,2025-02-10,2030-02-09,Зупинковий комплекс та/або павільйон (брендування),6.0,1.2,1.8,12.96,UA80000000000624772,Печерський
71671-19,2019-06-12,9322277,Чинний,2019-06-12,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.415,0.7,3.0905,UA80000000000875983,Святошинський
